year,Season,price,stateDescription,sectorName
2028,1,0.044549967924970894,Wyoming,industrial
2028,2,0.0451981633229636,Wyoming,industrial
2028,3,0.046006524578929564,Wyoming,industrial
2029,0,0.04703233561252744,Wyoming,industrial
2029,1,0.04718692188338485,Wyoming,industrial
2029,2,0.04693233406976851,Wyoming,industrial
2029,3,0.0469489786613026,Wyoming,industrial
2030,0,0.04663797915232269,Wyoming,industrial
2030,1,0.046455985451735966,Wyoming,industrial
2030,2,0.04683121099655664,Wyoming,industrial
2030,3,0.047778490952946596,Wyoming,industrial
2025,0,0.10899374456098088,Wyoming,residential
2025,1,0.0753293904579618,Wyoming,residential
2025,2,0.08045231737285644,Wyoming,residential
2025,3,0.08894089123878611,Wyoming,residential
2026,0,0.08756851774267282,Wyoming,residential
2026,1,0.07409794268768229,Wyoming,residential
2026,2,0.08532667594252612,Wyoming,residential
2026,3,0.08892217485030403,Wyoming,residential
2027,0,0.08859079171445657,Wyoming,residential
2027,1,0.07249354137561531,Wyoming,residential
2027,2,0.08888264741592466,Wyoming,residential
2027,3,0.08893460203912175,Wyoming,residential
2028,0,0.0892869256373152,Wyoming,residential
2028,1,0.07555059944649568,Wyoming,residential
2028,2,0.09038607027717792,Wyoming,residential
2028,3,0.09261629299651938,Wyoming,residential
2029,0,0.08912864144586634,Wyoming,residential
2029,1,0.08032980230832311,Wyoming,residential
2029,2,0.09173437325509705,Wyoming,residential
2029,3,0.095402724584651,Wyoming,residential
2030,0,0.09184734994426216,Wyoming,residential
2030,1,0.08270403805771805,Wyoming,residential
2030,2,0.09584692157197629,Wyoming,residential
2030,3,0.09702893142225756,Wyoming,residential
2025,0,0.09817935577678118,South Carolina,all sectors
2025,1,0.06920309616796298,South Carolina,all sectors
2025,2,0.0670540005688379,South Carolina,all sectors
2025,3,0.0685644900650889,South Carolina,all sectors
2026,0,0.06815431863826214,South Carolina,all sectors
2026,1,0.06788170679883825,South Carolina,all sectors
2026,2,0.06753660159981432,South Carolina,all sectors
2026,3,0.06939438635031914,South Carolina,all sectors
2027,0,0.0688204352902523,South Carolina,all sectors
2027,1,0.06983177034870254,South Carolina,all sectors
2027,2,0.06940203335493608,South Carolina,all sectors
2027,3,0.07168087637499945,South Carolina,all sectors
2028,0,0.07183512156598368,South Carolina,all sectors
2028,1,0.07185297924281761,South Carolina,all sectors
2028,2,0.07116688908457308,South Carolina,all sectors
2028,3,0.0737251490042383,South Carolina,all sectors
2029,0,0.07366920947962921,South Carolina,all sectors
2029,1,0.0758614295472431,South Carolina,all sectors
2029,2,0.0752975679713927,South Carolina,all sectors
2029,3,0.07841770909163508,South Carolina,all sectors
2030,0,0.0793905234205434,South Carolina,all sectors
2030,1,0.07934720824281132,South Carolina,all sectors
2030,2,0.07832224358133034,South Carolina,all sectors
2030,3,0.0820265699948579,South Carolina,all sectors
2025,0,0.10274542581924737,South Carolina,commercial
2025,1,0.07678365733173757,South Carolina,commercial
2025,2,0.07629138895761758,South Carolina,commercial
2025,3,0.07599396173640935,South Carolina,commercial
2026,0,0.07614611793215893,South Carolina,commercial
2026,1,0.07568749511479184,South Carolina,commercial
2026,2,0.07659360404944875,South Carolina,commercial
2026,3,0.07682101970452655,South Carolina,commercial
2027,0,0.07613246589715184,South Carolina,commercial
2027,1,0.07772596415862959,South Carolina,commercial
2027,2,0.07887269203664986,South Carolina,commercial
2027,3,0.0797789106617844,South Carolina,commercial
2028,0,0.08071103029485258,South Carolina,commercial
2028,1,0.07991488193294384,South Carolina,commercial
2028,2,0.08055138844674166,South Carolina,commercial
2028,3,0.08168619974242373,South Carolina,commercial
2029,0,0.08174230793675653,South Carolina,commercial
2029,1,0.08509898636488773,South Carolina,commercial
2029,2,0.08482634735455875,South Carolina,commercial
2029,3,0.08660163382330817,South Carolina,commercial
2030,0,0.08657267787756137,South Carolina,commercial
2030,1,0.08703142081166922,South Carolina,commercial
2030,2,0.086313471179135,South Carolina,commercial
2030,3,0.08904670164963696,South Carolina,commercial
2025,0,0.06487500527739086,South Carolina,industrial
2025,1,0.04698930977655164,South Carolina,industrial
2025,2,0.04529025949062071,South Carolina,industrial
2025,3,0.0461658043862323,South Carolina,industrial
2026,0,0.04609293353563029,South Carolina,industrial
2026,1,0.04524386474504822,South Carolina,industrial
2026,2,0.04490800162762733,South Carolina,industrial
2026,3,0.046174354268748885,South Carolina,industrial
2027,0,0.04600772808828248,South Carolina,industrial
2027,1,0.046046568795117024,South Carolina,industrial
2027,2,0.04572180754980881,South Carolina,industrial
2027,3,0.047437599195240696,South Carolina,industrial
2028,0,0.047704825356176574,South Carolina,industrial
2028,1,0.04727687222239371,South Carolina,industrial
2028,2,0.04703736843707807,South Carolina,industrial
2028,3,0.04876784931348899,South Carolina,industrial
2029,0,0.04934030961259686,South Carolina,industrial
2029,1,0.05032069403678882,South Carolina,industrial
2029,2,0.05012685904694198,South Carolina,industrial
2029,3,0.05247690434242841,South Carolina,industrial
2030,0,0.05433661387260796,South Carolina,industrial
2030,1,0.053644883478548414,South Carolina,industrial
2030,2,0.05296075319884441,South Carolina,industrial
2030,3,0.05505290466924162,South Carolina,industrial
2025,0,0.12923537757541492,South Carolina,residential
2025,1,0.08995566161508432,South Carolina,residential
2025,2,0.09061029807578552,South Carolina,residential
2025,3,0.09091522472138182,South Carolina,residential
2026,0,0.09141349241710452,South Carolina,residential
2026,1,0.08961108675897501,South Carolina,residential
2026,2,0.09090230126066894,South Carolina,residential
2026,3,0.09157476913783143,South Carolina,residential
2027,0,0.09182160591808493,South Carolina,residential
2027,1,0.09080127607337396,South Carolina,residential
2027,2,0.09321346849916101,South Carolina,residential
2027,3,0.0944358940221704,South Carolina,residential
2028,0,0.09620079290770385,South Carolina,residential
2028,1,0.09360263801428836,South Carolina,residential
2028,2,0.09448289606100828,South Carolina,residential
2028,3,0.09575518234082872,South Carolina,residential
2029,0,0.09803355645971736,South Carolina,residential
2029,1,0.09800521047053787,South Carolina,residential
2029,2,0.100131444329614,South Carolina,residential
2029,3,0.10149061814084788,South Carolina,residential
2030,0,0.10302438277200554,South Carolina,residential
2030,1,0.10250602634942119,South Carolina,residential
2030,2,0.10346385462739374,South Carolina,residential
2030,3,0.10547020709936081,South Carolina,residential
2025,0,0.0981856448504496,South Dakota,all sectors
2025,1,0.07056973241550799,South Dakota,all sectors
2025,2,0.07343073697063035,South Dakota,all sectors
2025,3,0.07921457414933315,South Dakota,all sectors
2026,0,0.07473834020610162,South Dakota,all sectors
2026,1,0.07119798071615877,South Dakota,all sectors
2026,2,0.07160879670338204,South Dakota,all sectors
2026,3,0.07698515162254656,South Dakota,all sectors
2027,0,0.07431852710458697,South Dakota,all sectors
2027,1,0.07138683209319174,South Dakota,all sectors
2027,2,0.07358668111199228,South Dakota,all sectors
2027,3,0.07811879319431134,South Dakota,all sectors
2028,0,0.07532333136714428,South Dakota,all sectors
2028,1,0.07241085769847479,South Dakota,all sectors
2028,2,0.07424179065203612,South Dakota,all sectors
2028,3,0.07940703822124691,South Dakota,all sectors
2029,0,0.07678410211917744,South Dakota,all sectors
2029,1,0.07372238987826522,South Dakota,all sectors
2029,2,0.0763124086432332,South Dakota,all sectors
2029,3,0.08007884077110919,South Dakota,all sectors
2030,0,0.07949108353541424,South Dakota,all sectors
2030,1,0.07571406039975652,South Dakota,all sectors
2030,2,0.07711025654498553,South Dakota,all sectors
2030,3,0.08131569572186279,South Dakota,all sectors
2025,0,0.09498413816914136,South Dakota,commercial
2025,1,0.07252817593390426,South Dakota,commercial
2025,2,0.07589993557829208,South Dakota,commercial
2025,3,0.08084244451311987,South Dakota,commercial
2026,0,0.07601329851897101,South Dakota,commercial
2026,1,0.07280726346360318,South Dakota,commercial
2026,2,0.07200042710850807,South Dakota,commercial
2026,3,0.07418145299494346,South Dakota,commercial
2027,0,0.07356190058509499,South Dakota,commercial
2027,1,0.06860120410470329,South Dakota,commercial
2027,2,0.06989324422918437,South Dakota,commercial
2027,3,0.07330802655617312,South Dakota,commercial
2028,0,0.07135320650129101,South Dakota,commercial
2028,1,0.06951659157903123,South Dakota,commercial
2028,2,0.07087371708863258,South Dakota,commercial
2028,3,0.07505681977399978,South Dakota,commercial
2029,0,0.07353801212125292,South Dakota,commercial
2029,1,0.07091961637718269,South Dakota,commercial
2029,2,0.0720189026285856,South Dakota,commercial
2029,3,0.07240504389931322,South Dakota,commercial
2030,0,0.07490173536000799,South Dakota,commercial
2030,1,0.07305218713917477,South Dakota,commercial
2030,2,0.07359180229355275,South Dakota,commercial
2030,3,0.07766029731790103,South Dakota,commercial
2025,0,0.07466059776750866,South Dakota,industrial
2025,1,0.05054071551368462,South Dakota,industrial
2025,2,0.051189690172618645,South Dakota,industrial
2025,3,0.05312043959476019,South Dakota,industrial
2026,0,0.052813018637714794,South Dakota,industrial
2026,1,0.05167287220623674,South Dakota,industrial
2026,2,0.05146197329774284,South Dakota,industrial
2026,3,0.055130357268488625,South Dakota,industrial
2027,0,0.05377072706865194,South Dakota,industrial
2027,1,0.05201656081676558,South Dakota,industrial
2027,2,0.052881707371219284,South Dakota,industrial
2027,3,0.053385291168726826,South Dakota,industrial
2028,0,0.05316184586711531,South Dakota,industrial
2028,1,0.05258403506596705,South Dakota,industrial
2028,2,0.052838708884846035,South Dakota,industrial
2028,3,0.054822205425970355,South Dakota,industrial
2029,0,0.05402649002341004,South Dakota,industrial
2029,1,0.05432259428456801,South Dakota,industrial
2029,2,0.05639918594067618,South Dakota,industrial
2029,3,0.0607869705410579,South Dakota,industrial
2030,0,0.05784615403200064,South Dakota,industrial
2030,1,0.05582807871051186,South Dakota,industrial
2030,2,0.05564670363439131,South Dakota,industrial
2030,3,0.0579009426804018,South Dakota,industrial
2025,0,0.11387830178669818,South Dakota,residential
2025,1,0.08204594556332616,South Dakota,residential
2025,2,0.09099782181677547,South Dakota,residential
2025,3,0.09884688975821235,South Dakota,residential
2026,0,0.0893977172243745,South Dakota,residential
2026,1,0.08107906725814609,South Dakota,residential
2026,2,0.09065107919666004,South Dakota,residential
2026,3,0.0971627583855236,South Dakota,residential
2027,0,0.0885283731460286,South Dakota,residential
2027,1,0.08155156209231698,South Dakota,residential
2027,2,0.092701737973231,South Dakota,residential
2027,3,0.09874005554029884,South Dakota,residential
2028,0,0.08919831641651423,South Dakota,residential
2028,1,0.08262049600298416,South Dakota,residential
2028,2,0.09570116648834259,South Dakota,residential
2028,3,0.10114380631886538,South Dakota,residential
2029,0,0.09169033407271195,South Dakota,residential
2029,1,0.08252463191063479,South Dakota,residential
2029,2,0.09808514729943618,South Dakota,residential
2029,3,0.09923253414352425,South Dakota,residential
2030,0,0.09637805601443618,South Dakota,residential
2030,1,0.08362233542240738,South Dakota,residential
2030,2,0.09842241002217292,South Dakota,residential
2030,3,0.09802659624701011,South Dakota,residential
2025,0,0.09880535616099449,Tennessee,all sectors
2025,1,0.06672171506905361,Tennessee,all sectors
2025,2,0.06562000885832621,Tennessee,all sectors
2025,3,0.06640246248439062,Tennessee,all sectors
2026,0,0.0660241682486497,Tennessee,all sectors
2026,1,0.06686649026076354,Tennessee,all sectors
2026,2,0.06697565658292486,Tennessee,all sectors
2026,3,0.06755541741538465,Tennessee,all sectors
2027,0,0.06789365359051024,Tennessee,all sectors
2027,1,0.06877923103208647,Tennessee,all sectors
2027,2,0.06830466076384428,Tennessee,all sectors
2027,3,0.06859687697335322,Tennessee,all sectors
2028,0,0.06926019914540042,Tennessee,all sectors
2028,1,0.07107916083909967,Tennessee,all sectors
2028,2,0.07172935706558302,Tennessee,all sectors
2028,3,0.07273905514242116,Tennessee,all sectors
2029,0,0.07214770321849011,Tennessee,all sectors
2029,1,0.07357192051364105,Tennessee,all sectors
2029,2,0.07272140330043358,Tennessee,all sectors
2029,3,0.07390824987675383,Tennessee,all sectors
2030,0,0.07521664870169507,Tennessee,all sectors
2030,1,0.07762814475335925,Tennessee,all sectors
2030,2,0.07968545053655926,Tennessee,all sectors
2030,3,0.083397421570912,Tennessee,all sectors
2025,0,0.1101361431710761,Tennessee,commercial
2025,1,0.07465080556271884,Tennessee,commercial
2025,2,0.07571121255432951,Tennessee,commercial
2025,3,0.07374286340929416,Tennessee,commercial
2026,0,0.07499550485116273,Tennessee,commercial
2026,1,0.07601927055510285,Tennessee,commercial
2026,2,0.07710554675936997,Tennessee,commercial
2026,3,0.07585055078165219,Tennessee,commercial
2027,0,0.07617882370389319,Tennessee,commercial
2027,1,0.07893249787580103,Tennessee,commercial
2027,2,0.07921384024301686,Tennessee,commercial
2027,3,0.07693736136476474,Tennessee,commercial
2028,0,0.0802690680071787,Tennessee,commercial
2028,1,0.0827616888295377,Tennessee,commercial
2028,2,0.08435653909348231,Tennessee,commercial
2028,3,0.0821468994117027,Tennessee,commercial
2029,0,0.08278378119962738,Tennessee,commercial
2029,1,0.08568001989534446,Tennessee,commercial
2029,2,0.08540300056115223,Tennessee,commercial
2029,3,0.08220616358510283,Tennessee,commercial
2030,0,0.08469239423122436,Tennessee,commercial
2030,1,0.08995706572396306,Tennessee,commercial
2030,2,0.09357478262405823,Tennessee,commercial
2030,3,0.09543380774172708,Tennessee,commercial
2025,0,0.06525073206403356,Tennessee,industrial
2025,1,0.051099607384906216,Tennessee,industrial
2025,2,0.04868363626702225,Tennessee,industrial
2025,3,0.0501922485015144,Tennessee,industrial
2026,0,0.04910702110660004,Tennessee,industrial
2026,1,0.04914403273555613,Tennessee,industrial
2026,2,0.0491804663756422,Tennessee,industrial
2026,3,0.05032722623039487,Tennessee,industrial
2027,0,0.05086201748218391,Tennessee,industrial
2027,1,0.05106417798741146,Tennessee,industrial
2027,2,0.051250861470340185,Tennessee,industrial
2027,3,0.05231176474252437,Tennessee,industrial
2028,0,0.05139041066343596,Tennessee,industrial
2028,1,0.05170405085410967,Tennessee,industrial
2028,2,0.05245807505028637,Tennessee,industrial
2028,3,0.0545020163205152,Tennessee,industrial
2029,0,0.05323729030851027,Tennessee,industrial
2029,1,0.05402868241989085,Tennessee,industrial
2029,2,0.05352251173573491,Tennessee,industrial
2029,3,0.05676216022099918,Tennessee,industrial
2030,0,0.05724192209660949,Tennessee,industrial
2030,1,0.05785992675344661,Tennessee,industrial
2030,2,0.05857840503108983,Tennessee,industrial
2030,3,0.061774883750299665,Tennessee,industrial
2025,0,0.11022668720825861,Tennessee,residential
2025,1,0.07436836281052583,Tennessee,residential
2025,2,0.07504839668824956,Tennessee,residential
2025,3,0.07434329670528951,Tennessee,residential
2026,0,0.07536753396081824,Tennessee,residential
2026,1,0.07461802071406276,Tennessee,residential
2026,2,0.07612013722933852,Tennessee,residential
2026,3,0.07554004115297529,Tennessee,residential
2027,0,0.07625996001015947,Tennessee,residential
2027,1,0.07617524098345126,Tennessee,residential
2027,2,0.07726112308834635,Tennessee,residential
2027,3,0.07629475003124753,Tennessee,residential
2028,0,0.07976754580639728,Tennessee,residential
2028,1,0.07968019324127029,Tennessee,residential
2028,2,0.08202598345319245,Tennessee,residential
2028,3,0.08079825518068418,Tennessee,residential
2029,0,0.08232479789004321,Tennessee,residential
2029,1,0.08158682812228907,Tennessee,residential
2029,2,0.08231512128752111,Tennessee,residential
2029,3,0.08097136473142738,Tennessee,residential
2030,0,0.08416072192650702,Tennessee,residential
2030,1,0.08606626770946835,Tennessee,residential
2030,2,0.09113794568704152,Tennessee,residential
2030,3,0.09284420846837182,Tennessee,residential
2025,0,0.10264281437895298,Texas,all sectors
2025,1,0.08311378442229077,Texas,all sectors
2025,2,0.0843031709828864,Texas,all sectors
2025,3,0.0910815229149718,Texas,all sectors
2026,0,0.08792051066126108,Texas,all sectors
2026,1,0.08284314798399048,Texas,all sectors
2026,2,0.07926490635154221,Texas,all sectors
2026,3,0.08121678001545139,Texas,all sectors
2027,0,0.07736288444132965,Texas,all sectors
2027,1,0.08020021063366095,Texas,all sectors
2027,2,0.08617625363592246,Texas,all sectors
2027,3,0.09395054602641421,Texas,all sectors
2028,0,0.0879824224144437,Texas,all sectors
2028,1,0.08774440174581127,Texas,all sectors
2028,2,0.08882206250874622,Texas,all sectors
2028,3,0.097769581332224,Texas,all sectors
2029,0,0.09459209883376007,Texas,all sectors
2029,1,0.09795313838588289,Texas,all sectors
2029,2,0.09739640876328019,Texas,all sectors
2029,3,0.10667394501444066,Texas,all sectors
2030,0,0.1129398687927904,Texas,all sectors
2030,1,0.11429895431004704,Texas,all sectors
2030,2,0.11584171514737933,Texas,all sectors
2030,3,0.12252698562938943,Texas,all sectors
2025,0,0.09958442320795292,Texas,commercial
2025,1,0.09013407728892509,Texas,commercial
2025,2,0.09292130101383018,Texas,commercial
2025,3,0.09325514457399503,Texas,commercial
2026,0,0.08999857661297328,Texas,commercial
2026,1,0.08701297188224702,Texas,commercial
2026,2,0.08342291593273782,Texas,commercial
2026,3,0.08453314308143953,Texas,commercial
2027,0,0.08063821567159314,Texas,commercial
2027,1,0.08705279596602708,Texas,commercial
2027,2,0.09403118825817448,Texas,commercial
2027,3,0.09869283480549011,Texas,commercial
2028,0,0.08905496791855566,Texas,commercial
2028,1,0.09023637665202242,Texas,commercial
2028,2,0.09134341605633244,Texas,commercial
2028,3,0.09745251951519365,Texas,commercial
2029,0,0.0923121414798209,Texas,commercial
2029,1,0.09899611837114937,Texas,commercial
2029,2,0.09664171326919184,Texas,commercial
2029,3,0.10359239342346098,Texas,commercial
2030,0,0.10969759283309094,Texas,commercial
2030,1,0.11160703631600508,Texas,commercial
2030,2,0.11180718404272214,Texas,commercial
2030,3,0.11513053638460592,Texas,commercial
2025,0,0.0712968548641526,Texas,industrial
2025,1,0.060901616863609315,Texas,industrial
2025,2,0.062078068491714385,Texas,industrial
2025,3,0.066336683270166,Texas,industrial
2026,0,0.0616332768141428,Texas,industrial
2026,1,0.060164710372966765,Texas,industrial
2026,2,0.05812067660429418,Texas,industrial
2026,3,0.054903410010798764,Texas,industrial
2027,0,0.053029904353888595,Texas,industrial
2027,1,0.060010711465704275,Texas,industrial
2027,2,0.064058775258063,Texas,industrial
2027,3,0.06596450156781146,Texas,industrial
2028,0,0.06123130478945558,Texas,industrial
2028,1,0.06647222406487718,Texas,industrial
2028,2,0.06723544125095428,Texas,industrial
2028,3,0.07233339561256193,Texas,industrial
2029,0,0.06920536694426713,Texas,industrial
2029,1,0.07665783782957088,Texas,industrial
2029,2,0.07396216317310023,Texas,industrial
2029,3,0.08225262348543906,Texas,industrial
2030,0,0.09391380844871562,Texas,industrial
2030,1,0.08916503508225902,Texas,industrial
2030,2,0.08769654107864869,Texas,industrial
2030,3,0.0901813779457305,Texas,industrial
2025,0,0.13334497889046532,Texas,residential
2025,1,0.09497108974456482,Texas,residential
2025,2,0.10179200486116419,Texas,residential
2025,3,0.11242678502929203,Texas,residential
2026,0,0.10564916323393309,Texas,residential
2026,1,0.09599521048589665,Texas,residential
2026,2,0.09491788833553769,Texas,residential
2026,3,0.09903244065761559,Texas,residential
2027,0,0.09160739288122169,Texas,residential
2027,1,0.09584038844601477,Texas,residential
2027,2,0.1075450547354896,Texas,residential
2027,3,0.11697762271153314,Texas,residential
2028,0,0.10669004717861119,Texas,residential
2028,1,0.1041474091538025,Texas,residential
2028,2,0.1101905564256303,Texas,residential
2028,3,0.12320420258916379,Texas,residential
2029,0,0.11488044837761979,Texas,residential
2029,1,0.11764246460334778,Texas,residential
2029,2,0.12078650418872706,Texas,residential
2029,3,0.13192348814011745,Texas,residential
2030,0,0.13502869061236075,Texas,residential
2030,1,0.1393777796861315,Texas,residential
2030,2,0.14738289076731814,Texas,residential
2030,3,0.1546313393860922,Texas,residential
2025,0,0.0853977699481054,Utah,all sectors
2025,1,0.061056666109378405,Utah,all sectors
2025,2,0.06139927805115486,Utah,all sectors
2025,3,0.06261577228370745,Utah,all sectors
2026,0,0.0620877393855443,Utah,all sectors
2026,1,0.06195065406682542,Utah,all sectors
2026,2,0.062114575855204496,Utah,all sectors
2026,3,0.06346266213751003,Utah,all sectors
2027,0,0.06371941898374117,Utah,all sectors
2027,1,0.0629295992778702,Utah,all sectors
2027,2,0.0630810730881873,Utah,all sectors
2027,3,0.0642266844878156,Utah,all sectors
2028,0,0.06403588553552596,Utah,all sectors
2028,1,0.06317420127623782,Utah,all sectors
2028,2,0.06392364055009081,Utah,all sectors
2028,3,0.06697186904012595,Utah,all sectors
2029,0,0.0673190891695845,Utah,all sectors
2029,1,0.06594333316621796,Utah,all sectors
2029,2,0.06683254246701506,Utah,all sectors
2029,3,0.06999749324679758,Utah,all sectors
2030,0,0.0700569700661981,Utah,all sectors
2030,1,0.06845592080350078,Utah,all sectors
2030,2,0.06868969522471452,Utah,all sectors
2030,3,0.0712854757441381,Utah,all sectors
2025,0,0.08393487623603262,Utah,commercial
2025,1,0.06265002405965214,Utah,commercial
2025,2,0.07002993826931593,Utah,commercial
2025,3,0.06581497674777648,Utah,commercial
2026,0,0.06685026409367939,Utah,commercial
2026,1,0.06405753848867272,Utah,commercial
2026,2,0.0667335182990535,Utah,commercial
2026,3,0.06680992016896482,Utah,commercial
2027,0,0.06900083857611035,Utah,commercial
2027,1,0.06208881772898291,Utah,commercial
2027,2,0.06819563244427508,Utah,commercial
2027,3,0.06663368024726758,Utah,commercial
2028,0,0.06892062101009519,Utah,commercial
2028,1,0.06334312796530298,Utah,commercial
2028,2,0.07076111182909577,Utah,commercial
2028,3,0.07486492982039424,Utah,commercial
2029,0,0.06895277156285788,Utah,commercial
2029,1,0.06380556833155177,Utah,commercial
2029,2,0.07421003786050681,Utah,commercial
2029,3,0.07713894652111446,Utah,commercial
2030,0,0.07122175608650527,Utah,commercial
2030,1,0.06692444417922627,Utah,commercial
2030,2,0.07509510917091788,Utah,commercial
2030,3,0.07488942968253175,Utah,commercial
2025,0,0.06399262913472745,Utah,industrial
2025,1,0.040752940491347776,Utah,industrial
2025,2,0.041113262794544685,Utah,industrial
2025,3,0.04220223881902741,Utah,industrial
2026,0,0.04177408167922399,Utah,industrial
2026,1,0.04266577238892796,Utah,industrial
2026,2,0.04344411913030966,Utah,industrial
2026,3,0.04428147726472559,Utah,industrial
2027,0,0.044551818991433435,Utah,industrial
2027,1,0.043944423429229086,Utah,industrial
2027,2,0.044143753901403016,Utah,industrial
2027,3,0.04497423229575536,Utah,industrial
2028,0,0.04477213713606079,Utah,industrial
2028,1,0.04383210399166943,Utah,industrial
2028,2,0.04460992338415284,Utah,industrial
2028,3,0.0470696355473408,Utah,industrial
2029,0,0.047548515122397515,Utah,industrial
2029,1,0.046322930205709434,Utah,industrial
2029,2,0.047023065759614124,Utah,industrial
2029,3,0.049823212977289644,Utah,industrial
2030,0,0.05037495804238704,Utah,industrial
2030,1,0.048414909153534955,Utah,industrial
2030,2,0.04840883660097683,Utah,industrial
2030,3,0.05061548478541341,Utah,industrial
2025,0,0.10579961109424797,Utah,residential
2025,1,0.07908349335395139,Utah,residential
2025,2,0.08039729127042046,Utah,residential
2025,3,0.08159374579511212,Utah,residential
2026,0,0.08001117538198982,Utah,residential
2026,1,0.0787783714377866,Utah,residential
2026,2,0.0786209999748915,Utah,residential
2026,3,0.08141293421741348,Utah,residential
2027,0,0.08151663701606934,Utah,residential
2027,1,0.08028910579412944,Utah,residential
2027,2,0.08069640861265492,Utah,residential
2027,3,0.08305799422974405,Utah,residential
2028,0,0.08226960855386849,Utah,residential
2028,1,0.08116079525467948,Utah,residential
2028,2,0.08228577727983367,Utah,residential
2028,3,0.08687231786267291,Utah,residential
2029,0,0.08625062800538895,Utah,residential
2029,1,0.08482335781837164,Utah,residential
2029,2,0.08606262864723685,Utah,residential
2029,3,0.09013987506180525,Utah,residential
2030,0,0.08911620192051126,Utah,residential
2030,1,0.08752363601292319,Utah,residential
2030,2,0.08756481507432788,Utah,residential
2030,3,0.09127808124099732,Utah,residential
2025,0,0.17311084402581842,Vermont,all sectors
2025,1,0.12867198434025726,Vermont,all sectors
2025,2,0.1239491820225932,Vermont,all sectors
2025,3,0.12724853987158785,Vermont,all sectors
2026,0,0.1271965244799749,Vermont,all sectors
2026,1,0.12791890132708916,Vermont,all sectors
2026,2,0.12541980416334206,Vermont,all sectors
2026,3,0.12700976368206238,Vermont,all sectors
2027,0,0.1271158802231584,Vermont,all sectors
2027,1,0.12772702381579853,Vermont,all sectors
2027,2,0.12716747333619946,Vermont,all sectors
2027,3,0.12925085419358634,Vermont,all sectors
2028,0,0.12864291519935692,Vermont,all sectors
2028,1,0.12783195411384327,Vermont,all sectors
2028,2,0.1283877376671693,Vermont,all sectors
2028,3,0.12904542975165453,Vermont,all sectors
2029,0,0.1296669715550624,Vermont,all sectors
2029,1,0.1282319738928536,Vermont,all sectors
2029,2,0.12782420711641132,Vermont,all sectors
2029,3,0.12762616274557317,Vermont,all sectors
2030,0,0.1275462863582546,Vermont,all sectors
2030,1,0.13100928192983544,Vermont,all sectors
